3.19,0.28
3.19,0.3
3.21,0.32
3.25,0.33
3.26,0.35
3.25,0.35
3.26,0.35
3.27,0.34
3.29,0.34
3.28,0.3
3.3,0.28
3.36,0.23
3.38,0.14
3.41,0.07
3.43,-0.01
3.46,-0.09
3.47,-0.18
3.47,-0.22
3.49,-0.37
3.49,-0.48
3.49,-0.59
3.5,-0.7
3.49,-0.78
3.5,-0.84
3.51,-0.86
3.54,-0.88
3.57,-0.84
3.6,-0.8
3.65,-0.74
3.66,-0.7
3.7,-0.58
3.73,-0.5
3.76,-0.45
3.78,-0.39
3.78,-0.36
3.81,-0.33
3.83,-0.33
3.86,-0.34
3.88,-0.36
3.91,-0.39
3.89,-0.39
3.9,-0.39
3.9,-0.39
3.9,-0.35
3.92,-0.29
3.94,-0.19
3.94,-0.14
3.98,0.08
3.98,0.34
3.98,0.56
4.03,0.84
4.05,1.01
4.06,1.13
4.03,1.15
4.08,1.18
4.1,1.14
4.14,1.06
4.18,0.96
4.2,0.92
4.22,0.83
4.22,0.8
4.26,0.82
4.26,0.87
4.26,0.96
4.26,1.03
4.26,1.06
4.23,1.12
4.23,1.11
4.24,1.06
4.26,0.98
4.27,0.93
4.3,0.69
4.33,0.41
4.35,0.17
4.36,-0.14
4.36,-0.31
4.35,-0.44
4.35,-0.48
4.35,-0.55
4.37,-0.53
4.38,-0.47
4.4,-0.37
4.42,-0.27
4.44,-0.2
4.46,-0.13
4.48,-0.1
4.5,-0.12
4.51,-0.16
4.53,-0.22
4.53,-0.25
4.56,-0.34
4.58,-0.39
4.6,-0.41
4.62,-0.43
4.63,-0.44
4.66,-0.44
4.68,-0.45
4.71,-0.44
4.73,-0.45
4.74,-0.46
4.77,-0.48
4.79,-0.5
4.81,-0.51
4.84,-0.52
4.87,-0.52
4.89,-0.52
4.93,-0.51
4.97,-0.5
5.0,-0.47
5.07,-0.42
5.1,-0.38
5.13,-0.34
5.14,-0.28
5.16,-0.22
5.18,-0.15
5.18,-0.06
5.18,0.02
5.21,0.04
5.26,0.12
5.31,0.16
5.31,0.22
5.33,0.3
5.36,0.46
5.35,0.51
5.32,0.64
5.32,0.78
5.28,0.85
5.21,0.88
5.25,0.92
5.29,0.9
5.35,0.84
5.39,0.75
5.46,0.66
5.45,0.57
5.47,0.54
5.51,0.55
5.49,0.55
5.5,0.54
5.48,0.54
5.46,0.53
5.45,0.5
5.41,0.48
5.46,0.44
5.54,0.29
5.54,0.13
5.59,-0.04
5.61,-0.39
5.61,-0.63
5.61,-0.82
5.61,-0.91
5.64,-1.08
5.6,-1.1
5.58,-1.16
5.57,-1.13
5.58,-1.05
5.59,-0.95
5.59,-0.87
5.57,-0.83
5.52,-0.85
5.52,-0.85
5.47,-0.97
5.44,-1.08
5.39,-1.18
5.33,-1.31
5.28,-1.43
5.25,-1.53
5.24,-1.54
5.25,-1.54
5.26,-1.51
5.29,-1.44
5.31,-1.36
5.33,-1.28
5.33,-1.23
5.34,-1.22
5.33,-1.2
5.33,-1.2
5.32,-1.22
5.3,-1.25
5.3,-1.28
5.28,-1.33
5.28,-1.35
5.27,-1.42
5.27,-1.44
